DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
2101.6448,2413.3,1008.4,94.0508,0.4262,2.2541039999999968,1.0,0.9143866317168836,2.39319714399048,5439.829183199992,2273.038473599997,0.5182661119689236,2.732922577915028,1.09,0.2914431783649123,4.0
2101.7971,2433.5,1015.3,90.4815,0.3969,2.2578549999999917,1.0,0.9013346456692374,2.396828523589087,5494.490142499979,2292.4001814999915,0.4777721934877093,2.7264435509580336,1.09,0.2863456858525389,4.0
2101.9497,2430.5,994.5,89.3341,0.3771,2.2642425000000017,1.0,0.924690085357864,2.443941679235797,5503.241396250004,2251.789166250002,0.464754872986394,2.724360779677822,1.09,0.28152797436103605,4.0
2102.1021,2416.3,987.3,88.8499,0.391,2.2682520000000186,1.0,0.9544763779528244,2.4473817482021683,5480.777307600045,2239.4451996000184,0.4592615955010035,2.7234818552801605,1.09,0.27868681479909363,4.0
2102.2544,2400.4,1009.1,86.8039,0.4082,2.2827199999999954,1.0,0.9884471437951372,2.3787533445644637,5479.44108799999,2303.492751999996,0.4360496051352274,2.7197679368216363,1.09,0.2681657473725794,4.0
2102.4067,2380.1,986.2,86.13799999999998,0.4057,2.2897320000000034,1.0,1.0,2.413404988846076,5449.791133200008,2258.133698400003,0.4284949304604619,2.718559188873673,1.09,0.2633169195221276,4.0
2102.5591,2367.5,986.2,86.8705,0.4112,2.2792035000000004,1.0,0.9885121470781314,2.400628675725005,5396.0142862500015,2247.7504917,0.4368051860532923,2.719888829768528,1.09,0.2703775384675234,4.0
2102.7117,2348.9,985.3,87.9711,0.4093,2.260309000000005,1.0,0.9749094488188516,2.383943976453872,5309.239810100013,2227.082457700005,0.449291557801373,2.72188664924822,1.09,0.2828490872579019,4.0
2102.864,2349.8,983.8,86.831,0.4221,2.2348800000000075,1.0,0.9986408404464868,2.3884935962594027,5251.521024000018,2198.674944000007,0.4363570562295151,2.7198171289967226,1.09,0.29754082244505003,4.0
2103.0164,2352.9,985.1,89.1146,0.4243,2.224164,1.0,0.9653918741809994,2.388488478327073,5233.2354756,2191.0239564,0.4622646325732522,2.72396234121172,1.09,0.3058811874703781,4.0
2103.1687,2358.1,931.5,87.9305,0.4231,2.2322135000000176,1.0,0.8776496062991841,2.5315083199141166,5263.7826543500405,2079.3068752500158,0.4488309484128829,2.721812951746061,1.09,0.3000340518330644,4.0
2103.3213,2365.2000000000007,931.5,89.1956,0.3995,2.2508989999999773,1.0,0.8582147078135515,2.5391304347826087,5323.826314799947,2096.712418499979,0.4631835823384662,2.724109373174154,1.09,0.2895830480765162,4.0
2103.4736,2368.7,982.4,88.1013,0.3855,2.2734159999999872,1.0,0.8996231122783855,2.411135993485342,5385.040479199969,2233.403878399988,0.4507686844610132,2.722122989513762,1.09,0.27492228980087624,4.0
2103.626,2365.600000000001,972.6,88.3197,0.4017,2.277879999999962,1.0,0.9386022280471908,2.4322434711083702,5388.552927999911,2215.4660879999633,0.4532464453094421,2.7225194312495105,1.09,0.2723639441824146,4.0
2103.7783,2355.9,973.5,91.8008,0.4225,2.261169999999998,1.0,0.9333897637795104,2.420030816640986,5327.090402999996,2201.2489949999976,0.4927397296018678,2.728838356736299,1.09,0.2853657621656167,4.0
2103.9309,2351.6,979.8,91.6248,0.4324,2.2471460000000136,1.0,0.9060282337491856,2.4000816493161867,5284.388533600032,2201.753650800013,0.4907429992478225,2.728518879879652,1.09,0.2937853727477309,4.0
2104.0833,2352.6,962.3,96.0881,0.4336,2.250080499999988,1.0,0.90079724409443,2.444767743946794,5293.539384299971,2165.2524651499884,0.5413794003228803,2.736620704051661,1.09,0.29547800708110644,4.0
2104.2356,2348.0,962.3,92.1372,0.4266,2.267832000000006,1.0,0.952429415627036,2.439987529876338,5324.869536000014,2182.334733600006,0.4965562073922135,2.7294489931827544,1.09,0.2815683776087388,4.0
2104.3879,2343.6,961.1,90.9255,0.4321,2.2789234999999977,1.0,0.992964613368274,2.4384559359067737,5340.885114599994,2190.2733758499976,0.4828093996081417,2.7272495039373017,1.09,0.27382876150468083,4.0
2104.5403,2345.9,955.1,89.3201,0.425,2.268148999999974,1.0,0.9757662508207412,2.456182598680768,5320.850739099939,2166.309109899975,0.4645960421627766,2.724335366746044,1.09,0.2791265342647119,4.0
2104.6929,2356.8,955.5,90.0203,0.4279,2.2514970000000023,1.0,0.9620157480314772,2.466562009419152,5306.328129600004,2151.3053835000023,0.4725398523554045,2.7256063763768648,1.09,0.2898676498358319,4.0
2104.8452,2366.2000000000007,966.2,91.6612,0.4332,2.241739999999997,1.0,0.9247360472750732,2.4489753674187544,5304.405187999993,2165.969187999997,0.4911559593892274,2.728584953502276,1.09,0.2971130379671235,4.0
2104.9976,2380.7,966.2,92.4772,0.4331,2.236071999999996,1.0,0.8731821756224731,2.463982612295591,5323.416610399989,2160.492766399996,0.5004135273943462,2.7300661643830955,1.09,0.30120380208496883,4.0
2105.1499,2384.6,965.6,93.4056,0.4255,2.2337484999999986,1.0,0.8501456692913344,2.4695526097763048,5326.596673099995,2156.907551599999,0.5109462800119351,2.7317514048019094,1.09,0.30333636587446616,4.0
2105.3025,2376.1,960.8,90.7311,0.4053,2.2362999999999524,1.0,0.8708555482599297,2.47304329725229,5313.672429999887,2148.637039999954,0.480603920171628,2.72689662722746,1.09,0.2997114289730498,4.0
2105.4548,2344.7,948.2,87.2954,0.4141,2.2510139999999965,1.0,0.9059330269205446,2.4727905505167684,5277.952525799991,2134.411474799997,0.4416257015500754,2.720660112248012,1.09,0.28800981192859737,4.0
2105.6072,2325.6,938.6,85.5143,0.4151,2.2583519999999977,1.0,0.9503925294887692,2.477732793522267,5252.023411199995,2119.6891871999983,0.4214190172683141,2.7174270427629303,1.09,0.28208640430574805,4.0
2105.7595,2311.6,938.6,85.2641,0.4108,2.243454999999976,1.0,1.0,2.4628169614319195,5185.970577999944,2105.7068629999776,0.41858048354909744,2.716972877367856,1.09,0.29104226871559474,4.0
2105.9121,2292.8,920.6,89.665,0.41,2.227879000000001,1.0,1.0,2.490549641538128,5108.080971200003,2050.985407400001,0.4685089529531756,2.7249614324725084,1.09,0.3040331243292893,4.0
2106.0645,2284.8,901.3,91.6857,0.4332,2.2282900000000003,1.0,1.0,2.5350049927881946,5091.196992,2008.357777,0.4914339133305575,2.728629426132889,1.09,0.30534019355045616,4.0
2106.2168,2292.0,896.9,95.64200000000001,0.4445,2.2294879999999755,1.0,1.0,2.555468837105586,5109.986495999944,1999.627787199978,0.5363183695789054,2.735810939132625,1.09,0.3076434401386903,4.0
2106.3691,2303.7000000000007,895.8000000000003,94.3688,0.4488,2.216817500000017,1.0,1.0,2.5716677829872743,5106.882474750039,1985.8251165000158,0.5218738406768008,2.733499814508288,1.09,0.31437929590692104,4.0
2106.5215,2316.1,890.5999999999997,93.3062,0.4254,2.205065000000013,1.0,0.9834064346685178,2.6006063328093423,5107.15104650003,1963.830889000012,0.5098185811642526,2.7315709729862805,1.09,0.3207329939737352,4.0
2106.6741,2318.1,890.5999999999997,90.2965,0.4219,2.2024460000000103,1.0,0.9646850393701636,2.602852009880979,5105.490072600024,1961.498407600009,0.4756733576041958,2.726107737216671,1.09,0.32006555882897325,4.0
2106.8264,2322.9,895.2,93.1687,0.4137,2.2115839999999856,1.0,1.0,2.5948391420911534,5137.288473599969,1979.809996799988,0.5082586355751548,2.731321381692025,1.09,0.3166578998418006,4.0
2106.9788,2323.6,900.4,100.45700000000001,0.43,2.222697999999987,1.0,0.9820550458716292,2.5806308307418924,5164.6610727999705,2001.3172791999882,0.5909448278444047,2.7445511724551053,1.09,0.3154046735712419,4.0
2107.1311,2322.2,900.5999999999997,107.6881,0.4209,2.2389090000000342,1.0,0.9471889763779592,2.5785032200755054,5199.1944798000795,2016.3614454000306,0.6729820827485902,2.7576771332397745,1.09,0.3110722830575342,4.0
2107.2837,2329.9,914.6,108.2494,0.4366,2.255766500000001,1.0,0.9687393302691952,2.54745243822436,5255.710368350001,2063.124040900001,0.6793500642697582,2.758696010283161,1.09,0.3013907309563342,4.0
2107.436,2337.4,914.6,108.6079,0.4308,2.2552399999999846,1.0,1.0,2.555652744369123,5271.397975999968,2062.6425039999867,0.6834172678602425,2.7593467628576387,1.09,0.30197845892408115,4.0
2107.5884,2340.4,923.0,108.9983,0.428,2.244557999999999,1.0,1.0,2.535644637053087,5253.1635431999985,2071.727033999999,0.6878463788273974,2.7600554206123835,1.09,0.3086708466377477,4.0
2107.7407,2335.5,939.4,109.4286,0.4195,2.242779000000004,1.0,1.0,2.4861613796040025,5238.010354500009,2106.866592600004,0.6927281576418615,2.7608365052226977,1.09,0.3100587661350171,4.0
2107.8933,2336.7,913.6,106.1826,0.4103,2.244265500000003,1.0,1.0,2.5576838879159367,5244.1751938500065,2050.360960800003,0.6559020966803223,2.754944335468852,1.09,0.3067242697486583,4.0
2108.0457,2320.7,923.1,100.0803,0.4388,2.25348400000002,1.0,1.0,2.514028815946268,5229.660318800045,2080.191080400018,0.5866711441832181,2.7438673830693148,1.09,0.2965070767398662,4.0
2108.198,2311.4,913.5,92.2342,0.4349,2.261469999999997,1.0,1.0,2.5302681992337166,5227.161757999993,2065.852844999997,0.4976566780987043,2.729625068495793,1.09,0.2855256835791645,4.0
2108.3503,2307.9,913.5,90.3316,0.4382,2.260485000000004,1.0,1.0,2.5264367816091955,5216.973331500009,2064.9530475000033,0.4760715691691218,2.726171451067059,1.09,0.2846195921358667,4.0
2108.5027,2310.3,916.2,94.1916,0.4356,2.248243499999999,1.0,1.0,2.521611001964636,5194.116958049997,2059.8406946999994,0.5198634962521598,2.733178159400345,1.09,0.29511995192129176,4.0
2108.6553,2308.1,910.6,101.6368,0.4364,2.2362350000000037,1.0,1.0,2.534702394025917,5161.454003500009,2036.315591000004,0.6043297282518058,2.746692756520289,1.09,0.3081185419029949,4.0
2108.8076,2303.9,911.9,107.20100000000001,0.4377,2.229,1.0,0.9833381483912949,2.526483167013927,5135.3931,2032.6251,0.6674559045925932,2.7567929447348147,1.09,0.31665177513622506,4.0
2108.96,2293.7,897.9,109.5794,0.4205,2.2308,1.0,0.9646631716907352,2.5545160931061366,5116.785959999998,2003.03532,0.6944389925133957,2.761110238802144,1.09,0.31734006918793783,4.0
2109.1123,2287.7000000000007,897.9,111.1255,0.4118,2.2340160000000093,1.0,1.0,2.547833834502729,5110.758403200022,2005.9229664000088,0.7119795879701534,2.7639167340752246,1.09,0.3165633769519398,4.0
2109.2649,2285.9,894.9,106.675,0.4076,2.2273245000000013,1.0,1.0,2.5543636160464853,5091.441074550002,1993.232695050001,0.661488403648117,2.7558381445836986,1.09,0.3172659038347184,4.0
2109.4172,2286.5,895.1,105.8137,0.42100000000000004,2.226624000000017,1.0,1.0,2.554463188470562,5091.175776000039,1993.0511424000158,0.6517169044780081,2.7542747047164813,1.09,0.31704543920611505,4.0
2109.5696,2291.100000000001,881.7,104.113,0.4483,2.2203479999999995,1.0,0.9875200000000046,2.5985028921401843,5087.039302800001,1957.6808316,0.6324223629261629,2.751187578068186,1.09,0.3195542665238961,4.0
2109.7219,2304.5,889.1,105.796,0.4501,2.2218760000000044,1.0,0.9600433070866122,2.5919469126082557,5120.31324200001,1975.469951600004,0.6515160969367207,2.7542425755098754,1.09,0.319885203842216,4.0
2109.8745,2304.9,889.4,107.8853,0.4461,2.2283524999999904,1.0,0.9714576493762216,2.591522374634585,5136.129677249978,1981.8967134999914,0.6752193283498271,2.758035092535972,1.09,0.31754883030109804,4.0
2110.0269,2306.6,889.4,104.3934,0.4234,2.2342689999999985,1.0,1.0,2.593433775579042,5153.564875399997,1987.1588485999987,0.6356035174220396,2.7516965627875263,1.09,0.31138510747084513,4.0
2110.1792,2309.3,884.1,104.0284,0.4225,2.234604,1.0,1.0,2.6120348376880442,5160.371017199999,1975.6133964,0.6314625709491617,2.7510340113518654,1.09,0.31090875191144274,4.0
2110.3315,2300.9,875.3,101.1434,0.4188,2.2317950000000257,1.0,1.0,2.628698731863361,5135.137115500061,1953.4901635000228,0.5987320762251812,2.7457971321960293,1.09,0.3104257896100464,4.0
2110.4839,2275.5,867.1,104.3623,0.4155,2.2316145000000094,1.0,1.0,2.624264790681582,5078.03879475002,1935.032932950008,0.6352506860924327,2.7516401097747893,1.09,0.312959230290404,4.0
2110.6365,2269.5,864.1999999999997,104.7472,0.4183,2.2405550000000134,1.0,1.0,2.6261282110622544,5084.9395725000295,1936.2876310000115,0.6396173992360238,2.7523387838777644,1.09,0.30786972477650104,4.0
2110.7888,2273.0,864.1999999999997,103.5072,0.4389,2.2494399999999937,1.0,1.0,2.630178199490859,5112.977119999986,1943.9660479999945,0.6255495262870685,2.7500879242059315,1.09,0.3015791615046005,4.0
2110.9412,2286.8,876.7,103.1502,0.4318,2.256236000000005,1.0,1.0,2.6084179308771525,5159.56048480001,1978.0421012000045,0.621499340284829,2.7494398944455725,1.09,0.2972110626581927,4.0
2111.0935,2288.9,881.4,102.9489,0.4336,2.2551949999999987,1.0,1.0,2.59689130928069,5161.915835499997,1987.7288729999989,0.6192155799423897,2.7490744927907818,1.09,0.2976837356832682,4.0
2111.2461,2301.7,857.1,102.8931,0.4276,2.2515389999999997,1.0,1.0,2.6854509392136268,5182.3673163,1929.7940769,0.6185825256596869,2.7489732041055497,1.09,0.29984462851752064,4.0
2111.3984,2318.2,869.3,103.791,0.4556,2.2500160000000005,1.0,1.0,2.6667433567238006,5215.9870912000015,1955.9389088000007,0.6287692539829665,2.7506030806372745,1.09,0.30144896542355465,4.0
2111.5508,2324.9,869.3,106.7578,0.4687,2.2450640000000024,1.0,1.0,2.6744507074657773,5219.549293600006,1951.6341352000024,0.6624277745192247,2.7559884439230764,1.09,0.3066794645465528,4.0
2111.7031,2344.9,882.0,107.7164,0.457,2.251062000000003,1.0,1.0,2.658616780045352,5278.515283800007,1985.4366840000025,0.6733031479134733,2.757728503666156,1.09,0.30380634650805083,4.0
2111.8557,2364.4,909.9,108.7931,0.4588,2.252164500000001,1.0,1.0,2.5985273106934823,5325.017743800002,2049.244478550001,0.6855183727555219,2.7596829396408835,1.09,0.3039609662359249,4.0
2112.0081,2372.7,932.5,106.6685,0.4447,2.250324000000001,1.0,1.0,2.544450402144772,5339.343754800002,2098.427130000001,0.6614146607657233,2.7558263457225163,1.09,0.3034544068897316,4.0
2112.1604,2377.600000000001,939.4,106.2967,0.4366,2.257926000000014,1.0,1.0,2.53097721950181,5368.444857600034,2121.095684400013,0.6571965678928028,2.7551514508628485,1.09,0.2986067427111102,4.0
2112.3127,2381.4,945.2,104.221,0.4191,2.2690319999999646,1.0,1.0,2.5194667795175625,5403.472804799916,2144.6890463999666,0.6336476292797817,2.751383620684765,1.09,0.2903312724884044,4.0
2112.4651,2393.600000000001,945.2,102.2005,0.4138,2.282023500000002,1.0,1.0,2.5323741007194247,5462.251449600006,2156.968612200002,0.6107249379141656,2.7477159900662667,1.09,0.28092417088143595,4.0
2112.6177,2389.2000000000007,945.7,99.0883,0.4184,2.2814159999999912,1.0,1.0,2.526382573754891,5450.75910719998,2157.535111199992,0.5754168458240541,2.7420666953318484,1.09,0.2788329893904961,4.0
2112.77,2384.9,948.2,98.9098,0.4183,2.2872999999999992,1.0,1.0,2.515186669479013,5454.9817699999985,2168.817859999999,0.5733917528229343,2.7417426804516696,1.09,0.27512922311083154,4.0
2112.9224,2393.8,950.4,100.7296,0.4083,2.2866719999999963,1.0,1.0,2.5187289562289563,5473.835433599989,2173.253068799996,0.5940374908814089,2.7450459985410256,1.09,0.2769554435013291,4.0
2113.0747,2398.7,983.2,104.5326,0.4175,2.2848914999999903,1.0,1.0,2.439686737184703,5480.769241049975,2246.5053227999897,0.6371827496111481,2.751949239937784,1.09,0.28103008726986056,4.0
2113.2273,2399.1,983.2,103.2014,0.4075,2.278819000000003,1.0,1.0,2.440093572009764,5467.114662900007,2240.5348408000027,0.6220802072969149,2.7495328331675064,1.09,0.2836423743837984,4.0
2113.3796,2391.2,983.3,99.2629,0.4138,2.2813980000000007,1.0,1.0,2.4318112478389096,5455.278897600001,2243.2986534000006,0.5773976930957375,2.7423836308953184,1.09,0.2789822062359329,4.0
2113.532,2385.5,981.4,96.0103,0.4103,2.282640000000004,1.0,1.0,2.430711228856735,5445.237720000009,2240.182896000004,0.5404967547459217,2.7364794807593467,1.09,0.2756423545284847,4.0
2113.6843,2396.5,979.2,93.8427,0.4194,2.283157000000001,1.0,1.0,2.4474060457516345,5471.585750500002,2235.667334400001,0.5159052052264416,2.7325448328362305,1.09,0.2735924303875824,4.0
2113.8369,2380.5,981.2,94.97200000000001,0.4151,2.281262000000007,1.0,1.0,2.4261108846310644,5430.544191000015,2238.374274400007,0.5287171801629377,2.73459474882607,1.09,0.2756501254486292,4.0
2113.9893,2397.9,974.3,99.4875,0.4105,2.2817860000000034,1.0,1.0,2.461151596017653,5471.494649400009,2223.1440998000035,0.5799457933089112,2.7427913269294257,1.09,0.27892530618846073,4.0
2114.1416,2418.3,974.3,101.9977,0.4054,2.284623999999999,1.0,1.0,2.4820897054295386,5524.906219199997,2225.909163199999,0.6084241599834815,2.7473478655973573,1.09,0.27919537907666625,4.0
2114.2939,2411.4,974.4,105.7616,0.4034,2.286908499999999,1.0,1.0,2.4747536945812807,5514.651156899998,2228.363642399999,0.6511258269129755,2.754180132306076,1.09,0.28078188366458423,4.0
2114.4463,2419.8,978.4,109.2088,0.3846,2.282842499999999,1.0,0.9942560735390658,2.4732215862632865,5524.022281499998,2233.5331019999994,0.6902345137110708,2.7604375221937723,1.09,0.28591013782218605,4.0
2114.5989,2424.3,991.2,114.7601,0.3776,2.2790275,1.0,0.9858503937007712,2.4458232445520585,5525.046368249998,2258.972057999999,0.7532143387929537,2.770514294206873,1.09,0.2924621325157091,4.0
2114.7512,2424.6,1005.1,116.3974,0.3807,2.277744,1.0,0.995922521339466,2.4122972838523524,5522.618102399998,2289.360494399999,0.7717896036149896,2.7734863365783986,1.09,0.2944736323705312,4.0
2114.9036,2431.9,1006.8,111.6963,0.3888,2.2771800000000004,1.0,1.0,2.4154747715534373,5537.874042000001,2292.6648240000004,0.7184553475502046,2.7649528556080325,1.09,0.2912158715243143,4.0
2115.0559,2424.6,994.6,106.9865,0.3923,2.2847949999999946,1.0,1.0,2.4377639251960592,5539.713956999986,2272.457106999995,0.6650223894736007,2.7564035823157758,1.09,0.2830098226627635,4.0
2115.2085,2425.3,1012.4,106.3188,0.39,2.2928500000000334,1.0,1.0,2.3955946266297907,5560.849105000079,2321.2813400000337,0.6574472936929414,2.75519156699087,1.09,0.2776506776492534,4.0
2115.3608,2435.6,1026.1,105.2303,0.3964,2.302911999999997,1.0,1.0,2.3736477926128057,5608.972467199991,2363.018003199997,0.6450981971567014,2.7532157115450717,1.09,0.2707428197192522,4.0
2115.5132,2451.4,1043.3,106.2185,0.3934,2.304868000000001,1.0,1.0,2.349659733537813,5650.153415200002,2404.6687844000007,0.6563093842923123,2.7550095014867697,1.09,0.27035371334807085,4.0
2115.6655,2453.1,1049.1,103.4897,0.4172,2.304655000000001,1.0,1.0,2.338289962825279,5653.549180500003,2417.813560500001,0.6253509877575469,2.7500561580412075,1.09,0.2683048738343649,4.0
2115.8181,2454.4,1049.1,104.6791,0.4055,2.3050950000000103,1.0,1.0,2.3395291201982653,5657.625168000026,2418.2751645000108,0.6388448007297142,2.7522151681167544,1.09,0.2689905474892997,4.0
2115.9705,2452.100000000001,1045.6,104.8444,0.3967,2.3017049999999992,1.0,1.0,2.345160673297628,5644.010830499998,2406.6627479999993,0.6407201389542805,2.752515222232685,1.09,0.27116156063056546,4.0
2116.1228,2449.600000000001,1028.7,103.8472,0.3629,2.3034560000000037,1.0,1.0,2.381257898318266,5642.545817600011,2369.5651872000044,0.6294068462892014,2.7507050954062717,1.09,0.2693127736185176,4.0
2116.2751,2453.2,1034.9,103.4486,0.3577,2.303873500000001,1.0,1.0,2.3704705768673304,5651.8624702000025,2384.278685150001,0.6248847058396421,2.7499815529343428,1.09,0.2687427773795185,4.0
2116.4275,2458.7,1034.9,103.2926,0.3707,2.299250000000028,1.0,1.0,2.375785100009664,5653.165975000071,2379.493825000029,0.6231148766621928,2.7496983802659507,1.09,0.27140375963597824,4.0
2116.5801,2450.8,1064.5,107.6792,0.38799999999999996,2.2875944999999893,1.0,1.0,2.3023015500234854,5606.436600599973,2435.144345249988,0.6728811117250048,2.7576609778760006,1.09,0.2818717257956753,4.0
2116.7324,2455.8,1028.1,108.3121,0.3933,2.2787320000000046,1.0,1.0,2.3886781441494023,5596.110045600012,2342.7643692000047,0.6800613994583868,2.758809823913342,1.09,0.287676772412305,4.0
2116.8848,2469.4,1022.8,111.0455,0.3792,2.284175999999965,1.0,1.0,2.41435275713727,5640.544214399914,2336.255212799964,0.7110719832637692,2.763771517322203,1.09,0.28653583380933795,4.0
2117.0371,2459.8,1030.8,102.7949,0.3797,2.3087590000000127,1.0,1.0,2.3863019014357785,5679.085388200032,2379.868777200013,0.6174684408826001,2.7487949505412157,1.09,0.2652744695163394,4.0
2117.1897,2445.7,1030.8,96.3776,0.3837,2.3292424999999968,1.0,1.0,2.3726232052774545,5696.628382249992,2400.9831689999965,0.5446637948541082,2.737146207176657,1.09,0.2476426836909886,4.0
2117.342,2424.100000000001,1024.0,90.0807,0.3826,2.3177200000000155,1.0,1.0,2.3672851562500004,5618.385052000039,2373.345280000016,0.4732250939087244,2.725716015025396,1.09,0.2494296144792872,4.0
2117.4944,2413.4,1027.7,94.9312,0.3670000000000001,2.287143999999996,1.0,1.0,2.34835068599786,5519.79332959999,2350.4978887999955,0.5282543017626818,2.734520688282029,1.09,0.2720407784893187,4.0
2117.6467,2402.1,1036.4,98.8375,0.3743,2.2792029999999923,1.0,1.0,2.317734465457352,5474.873526299983,2362.165989199992,0.5725715050695396,2.7416114408111265,1.09,0.2799741085494296,4.0
2117.7993,2410.9,1064.1,105.7879,0.3766,2.2864825000000044,1.0,1.0,2.2656705196879985,5512.48065925001,2433.046028250005,0.6514242019601991,2.754227872313632,1.09,0.2810584897027121,4.0
2117.9517,2417.9,1068.9,110.9971,0.3937,2.2866734999999987,1.0,1.0,2.2620450930863507,5528.947855649997,2444.2253041499985,0.7105228824164068,2.763683661186625,1.09,0.2850061646944864,4.0
2118.104,2438.3,1068.9,115.2412,0.4133,2.2800399999999987,1.0,1.0,2.2811301337823933,5559.421531999998,2437.1347559999986,0.7586724465959718,2.771387591455356,1.09,0.2922274399741835,4.0
2118.2563,2462.5,1084.5,119.1953,0.4332,2.2818445000000023,1.0,1.0,2.2706316274781004,5619.042081250002,2474.660360250001,0.8035319437148942,2.778565110994383,1.09,0.2941672830737728,4.0
2118.4087,2461.5,1106.8,118.1026,0.4409,2.2843479999999947,1.0,1.0,2.22397903867004,5622.922601999987,2528.316366399994,0.7911351979315688,2.776581631669051,1.09,0.2918528355973728,4.0
2118.5613,2463.4,1095.8000000000004,115.2759,0.4089,2.2910649999999952,1.0,1.0,2.2480379631319583,5643.8095209999865,2510.5490269999946,0.7590661201373657,2.7714505792219786,1.09,0.28569711483537163,4.0
2118.7136,2466.3,1066.8,108.4708,0.3898,2.297183999999989,1.0,1.0,2.311867266591676,5665.544899199976,2450.635891199989,0.6818618602946764,2.7590978976471483,1.09,0.27674464050209274,4.0
2118.866,2463.7,1066.8,102.5099,0.3837,2.2906800000000027,1.0,1.0,2.3094300712410947,5643.5483160000085,2443.697424000003,0.6142350991161064,2.7482776158585773,1.09,0.27594753223612223,4.0
2119.0183,2478.1,1143.8,101.618,0.3856,2.2869019999999884,1.0,1.0,2.1665500961706594,5667.171846199971,2615.7585075999864,0.6041164411458054,2.7466586305833287,1.09,0.27752043909097623,4.0
2119.1709,2484.2,1202.1,96.8077,0.3869,2.286254000000004,1.0,1.0,2.066550203809999,5679.51218680001,2748.3059334000045,0.5495433046568062,2.7379269287450887,1.09,0.27408553186823503,4.0
2119.3232,2503.5,1143.6,91.8098,0.3859,2.294,1.0,1.0,2.189139559286464,5743.029,2623.4184,0.492841835131336,2.7288546936210145,1.09,0.2653406036017824,4.0
2119.4756,2491.8,1122.6,87.9057,0.3833,2.295890000000005,1.0,1.0,2.219668626402993,5720.898702000012,2577.3661140000063,0.44854959095390384,2.7217679345526244,1.09,0.2609917289920156,4.0
2119.6279,2467.3,1122.6,88.6656,0.3888,2.299,1.0,1.0,2.197844290040976,5672.322699999999,2580.857400000001,0.4571707011586708,2.723147312185388,1.09,0.2597116065530041,4.0
2119.7805,2455.3,1147.1,88.8993,0.3873,2.297792500000001,1.0,1.0,2.140441112370325,5641.769925250002,2635.797776750001,0.4598220414071957,2.7235715266251512,1.09,0.26064302645185106,4.0
2119.9329,2452.7000000000007,1155.6,89.40100000000002,0.3852,2.291723000000036,1.0,1.0,2.1224472135687087,5620.909002100086,2648.31509880004,0.4655138574221076,2.7244822171875374,1.09,0.26476838514165896,4.0
2120.0852,2480.0,1150.5,82.7385,0.3815,2.2736279999999933,1.0,1.0,2.155584528465885,5638.5974399999795,2615.809013999992,0.3899274029685481,2.712388384474968,1.09,0.27044102920951635,4.0
2120.2375,2523.2000000000007,1184.9,85.2787,0.3815,2.2572499999999773,1.0,0.9750563564875172,2.129462401890456,5695.4931999999435,2674.6155249999733,0.4187461214080125,2.716999379425282,1.09,0.2825750183062181,4.0
2120.3899,2557.2,1184.9,85.4669,0.382,2.2554950000000007,1.0,0.9178543307086532,2.15815680648156,5767.751814000002,2672.536025500001,0.4208812614797813,2.7173410018367647,1.09,0.2838040713750113,4.0
